"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"17.03.2023","1,0666","1,0609","1,0686","1,0605","","0,58%"
"16.03.2023","1,0605","1,0577","1,0637","1,0550","","0,28%"
"15.03.2023","1,0575","1,0733","1,0761","1,0516","","-1,46%"
"14.03.2023","1,0732","1,0731","1,0750","1,0678","","0,03%"
"13.03.2023","1,0729","1,0647","1,0749","1,0647","","0,81%"
"10.03.2023","1,0643","1,0580","1,0702","1,0573","","0,60%"
"09.03.2023","1,0580","1,0545","1,0591","1,0538","","0,34%"
"08.03.2023","1,0544","1,0549","1,0575","1,0524","","-0,03%"
"07.03.2023","1,0547","1,0681","1,0695","1,0546","","-1,23%"
"06.03.2023","1,0678","1,0619","1,0695","1,0615","","0,43%"
"03.03.2023","1,0632","1,0598","1,0639","1,0587","","0,34%"
"02.03.2023","1,0596","1,0668","1,0674","1,0575","","-0,65%"
"01.03.2023","1,0665","1,0576","1,0692","1,0565","","0,84%"
"28.02.2023","1,0576","1,0605","1,0646","1,0574","","-0,29%"
"27.02.2023","1,0607","1,0541","1,0620","1,0532","","0,58%"
"24.02.2023","1,0546","1,0597","1,0616","1,0536","","-0,46%"
"23.02.2023","1,0595","1,0603","1,0628","1,0576","","-0,06%"
"22.02.2023","1,0601","1,0648","1,0664","1,0598","","-0,42%"
"21.02.2023","1,0646","1,0686","1,0698","1,0637","","-0,34%"
"20.02.2023","1,0682","1,0688","1,0705","1,0670","","-0,11%"
"17.02.2023","1,0694","1,0674","1,0699","1,0612","","0,24%"
"16.02.2023","1,0668","1,0690","1,0723","1,0654","","-0,20%"
"15.02.2023","1,0689","1,0738","1,0746","1,0660","","-0,43%"
"14.02.2023","1,0735","1,0723","1,0805","1,0706","","0,14%"
"13.02.2023","1,0720","1,0679","1,0731","1,0655","","0,42%"
"10.02.2023","1,0675","1,0738","1,0754","1,0666","","-0,57%"
"09.02.2023","1,0736","1,0711","1,0793","1,0709","","0,25%"
"08.02.2023","1,0709","1,0726","1,0761","1,0709","","-0,13%"
"07.02.2023","1,0723","1,0727","1,0768","1,0667","","-0,07%"
"06.02.2023","1,0730","1,0790","1,0799","1,0709","","-0,58%"
"03.02.2023","1,0793","1,0909","1,0941","1,0791","","-1,07%"
"02.02.2023","1,0910","1,0990","1,1034","1,0885","","-0,72%"
"01.02.2023","1,0989","1,0864","1,1001","1,0852","","1,17%"
"31.01.2023","1,0862","1,0850","1,0876","1,0802","","0,17%"
"30.01.2023","1,0844","1,0875","1,0914","1,0839","","-0,21%"
